Data de publicação;Afirmação checada;Organização;Tipo de informação;Tema;Objeto;Formato;Origem;Fonte
09/04/2020;Japão enviou 600 milhões de máscaras contaminadas com coronavírus ao Brasil, alerta IBGE #boato;Boatos.org;;Saúde;Máscara;Áudio;Whatsapp;
09/04/2020;Haddad diz que Lula na presidência é a solução da crise do coronavírus #boato;Boatos.org;;Política;Indefinido;Texto;Redes Sociais;
09/04/2020;Dono de lava jato de Maringá é morto pela Guarda Civil por não respeitar quarentena do coronavírus #boato;Boatos.org;;Segurança;Isolamento Social;Vídeo ;Redes Sociais;
10/04/2020;Doenças como dengue e a tuberculose mataram mais em uma semana que o coronavírus.;Estadão Verifica;Contágio;Saúde;Morte;Texto;Redes sociais;Facebook
11/04/2020;Governo do Pará colocou detentos para vigiar pessoas em pontos de ônibus.;Estadão Verifica;Autoridades;Política;Indefinido;Vídeo;Redes sociais;Facebook
11/04/2020;É #FAKE que foto mostre comboio militar carregando corpos de vítimas da Covid-19 na Itália;Fato ou Fake;;Segurança;Mortes;Imagem, Texto;Redes Sociais;
11/04/2020;Facebook bloqueou vídeo do Mandetta e apagou perfil oficial de Sérgio Moro #boato;Boatos.org;;Política;Indefinido;Vídeo;Facebook;
11/04/2020;Alexandre Garcia diz que a pandemia descobriu dois patetas: Doria e Witzel #boato;Boatos.org;;Política;Indefinido;Texto;Redes Sociais;
11/04/2020;Site dá internet gratuita 500 GB 4G para quem compartilhar link no WhatsApp #boato;Boatos.org;;Tecnologia;Indefinido;Texto;Whatsapp, Web;
12/04/2020;O número de mortes relacionadas à covid-19 caiu desde que a polícia federal iniciou uma investigação sobre o número de óbitos;Estadão Verifica;Contágio;Segurança;Morte;Texto;Redes sociais;Facebook
12/04/2020;Auxílio-alimentação de três meses é dado pelo governo e atacadistas do Brasil em site no WhatsApp #boato;Boatos.org;;Social;Indefinido;Texto;Whatsapp, Web;
12/04/2020;Governador do Pará, Helder Barbalho, vai colocar presos para vigiar população em quarentena #boato;Boatos.org;;Política;Isolamento Social;Vídeo;Redes Sociais;
13/04/2020;O FDA (Food and Drug Administration) aprovou o uso de cloroquina em todos os pacientes com COVID-19 nos Estados Unidos.;Agência Lupa;Curas;Saúde;Cloroquina;Texto, Imagem;Redes sociais;Facebook
13/04/2020;A atriz brasileira Fernanda Torres disse que espera que o coronavírus mate muitas pessoas.;Estadão Verifica;Outros;Outros;Morte;Texto;Redes sociais;Facebook
13/04/2020;É #FAKE que filho de Doria fez festa para 200 pessoas em meio a quarentena em SP;Fato ou Fake;;Política;Isolamento Social;Imagem, Texto;Redes Sociais;
13/04/2020;É #FAKE que agência norte-americana liberou uso de remédio experimental para todos os pacientes com Covid-19;Fato ou Fake;;Saúde;Indefinido;Texto;Redes Sociais;
13/04/2020;É #FAKE calendário de lives com bandas de rock que lista até Charles Bradley;Fato ou Fake;;Entretenimento;Indefinido;Texto;Redes Sociais;Whatsapp
13/04/2020;É #FAKE que WhatsApp limitou encaminhamento de mensagens apenas no Brasil após pressão política;Fato ou Fake;;Política;Indefinido;Texto;Redes Sociais;Whatsapp
13/04/2020;Médico da UPA de Belém coloca Covid-19 como causa da morte de vítima de pneumonia #boato;Boatos.org;;Saúde;Morte;Vídeo;Redes Sociais;
14/04/2020;Governador de São Paulo ordenou que polícia espancasse pessoas que saíssem às ruas;Estadão Verifica;Autoridades;Política;Isolamento Social;Vídeo;Redes sociais;Facebook
14/04/2020;Ministro do STF decidiu que estados e cidades não podem criar legislação para evitar que as pessoas saiam do isolamento;Estadão Verifica;Autoridades;Política;Isolamento Social;Texto;Redes sociais;Facebook
14/04/2020;China exporta máscaras infectadas com o Covid-19.;Estadão Verifica;Contágio;Economia;Máscara;Áudio;WhatsApp;WhatsApp audio
14/04/2020;Cantor Gusttavo Lima desabafa: 'nunca vi um presidente ser tão humilhado pelos meios de comunicação'.;Estadão Verifica;Contágio;Outros;Indefinido;Texto;Redes sociais;Facebook post, Instagram and Twitter
14/04/2020;Homem supostamente chinês em cinco fotos com políticos brasileiros. Conforme a legenda, o homem fazia parte da quadrilha presa em São Paulo por roubar equipamentos e máscaras de teste COVID-19.;Agência Lupa;Autoridades;Segurança;Máscara;Imagem;Redes sociais;Facebook
14/04/2020;Vídeo mostra homem sendo maltratado por policiais. A legenda diz que ele foi espancado por desrespeitar as medidas de isolamento em São Paulo.;Agência Lupa;Autoridades;Segurança;Isolamento Social;Vídeo;Redes sociais;Facebook
14/04/2020;Segundo a RadarBox, a pandemia de Covid-19 reduziu apenas o tráfego aéreo no Brasil e na África.;Aos Fatos;Outros;Transporte;Indefinido;Imagem, Texto;Redes sociais;Facebook
14/04/2020;É #FAKE que vídeos mostrem PM agredindo homens em SP por descumprimento de isolamento social;Fato ou Fake;;Segurança;Isolamento Social;Vídeo;Redes Sociais;Web
14/04/2020;É #FAKE que vídeo mostre policiais agredindo cidadãos por descumprirem isolamento social na Turquia;Fato ou Fake;;Segurança;Isolamento Social;Vídeo;Redes Sociais;
14/04/2020;É #FAKE foto que mostra Doria pichando símbolo comunista em muro;Fato ou Fake;;Política;Indefinido;Imagem, Texto;Redes Sociais;
14/04/2020;Índia processa China no tribunal internacional e pede US$ 20 trilhões de indenização #boato;Boatos.org;;Justiça;Indefinido;Texto;Redes Sociais, Web;
14/04/2020;Virology Center de Moscou (Rússia) descobriu que Covid-19 é imune a pH maior que 5,5 #boato;Boatos.org;;Ciência;Contágio;Texto;Redes Sociais;
14/04/2020;Isolamento social é pior para conter avanço do coronavírus, diz pesquisa de Harvard #boato;Boatos.org;;Ciência;Isolamento Social;Texto;Redes Sociais;
15/04/2020;Desembargador e advogados escreveram petição pedindo a prisão de ministros do STF e governadores no Brasil.;Estadão Verifica;Autoridades;Justiça;Indefinido;Vídeo;Redes Sociais, YouTube;Facebook, YouTube
15/04/2020;"Rita Wilson, esposa de Tom Hanks, afirmou em uma entrevista à CBS que ""não estaria viva se não fosse por cloroquina"".";Agência Lupa;Curas;Saúde;Cloroquina;Texto;Meio de comunicação;Notícia Brasil Online, website
15/04/2020;Vídeo mostra supermercado sendo saqueado em Pernambuco. Segundo a legenda, o episódio teria acontecido em razão de as pessoas estarem passando fome porque não tinham permissão para trabalhar durante o isolamento social.;Agência Lupa;Outros;Outros;Isolamento Social;Vídeo;Redes sociais;Facebook
15/04/2020;"Um tuíte supostamente publicado pelo juiz brasileiro Marcelo Bretas afirma que a hidroxicloroquina ""torna desnecessários gastos com equipamentos hospitalares caros e isso incomoda os políticos"".";Agência Lupa;Autoridades;Política;Hidroxicloroquina;Texto;Redes sociais;Facebook, Twitter
15/04/2020;Quinino, uma substância presente na água tônica, é a mesma coisa que a cloroquina e pode ser usada para tratar a Covid-19.;Agência Lupa;Curas;Outros;Cura;Vídeo;YouTube, Redes sociais;YouTube
15/04/2020;Vídeo mostra policiais espancando uma mulher. Conforme a legenda, são policiais militares de São Paulo e estão espancando-a porque ela violou o isolamento social.;Agência Lupa;Autoridades;Segurança;Isolamento Social;Vídeo;Redes sociais;Facebook
15/04/2020;Gráfico mostra que a covid-19 mata menos pessoas que outras doenças.;Estadão Verifica;Contágio;Saúde;Mortes;Texto, Gráfico;Redes sociais;Facebook
15/04/2020;Um estudo de Harvard sugere que a quarentena pode piorar a pandemia de covid-19.;Estadão Verifica;Contágio;Ciência;Isolamento Social;Texto;Meio de comunicação;Mix Misturado (website)
15/04/2020;Alimentos alcalinos ajudam a prevenir ou tratar a Covid-19.;Aos Fatos;Curas;Outros;Cura, Contágio;Texto;Redes sociais;Facebook and WhatsApp posts
15/04/2020;Vídeo mostra a polícia disparando contra frequentadores da praia durante a pandemia de COVID-19;Agência Lupa;Medidas;Segurança;Isolamento Social;Vídeo;Redes sociais;Facebook
15/04/2020;É #FAKE que vídeo mostre ação da PM em praia após descumprimento de isolamento social;Fato ou Fake;;Segurança;Isolamento Social;Vídeo;Redes Sociais;
15/04/2020;Dra. Marcela Pereira, médica infectologista, conduz estudo sobre cloroquina e Covid-19 #boato;Boatos.org;;Saúde;Cloroquina;Imagem, Texto;Redes Sociais;
15/04/2020;Álcool gel 70% causa os mesmos sintomas do coronavírus e pode matar #boato;Boatos.org;;Saúde;Álcool em gel;Texto, Video;Redes Sociais;
16/04/2020;Polícia de São Paulo bate em idosos que circulam pela rua.;Estadão Verifica;Autoridades;Segurança;Isolamento Social;Vídeo;Redes sociais;Facebook
16/04/2020;Pesquisa com médicos de 30 países diferentes confirma que a cloroquina é o tratamento mais eficaz contra a COVID-19.;Agência Lupa;Curas;CIência;Cloroquina;Texto;Redes sociais;Facebook
16/04/2020;É #FAKE que Bill Gates escreveu carta aberta que diz que, apesar de muitos verem como um desastre, o coronavírus é um grande corretor;Fato ou Fake;;Cultura;Indefinido;Texto, Carta;Redes Sociais;
16/04/2020;É #FAKE tabela com dados de mortalidade de janeiro a março do DataSUS comparando doenças à Covid-19;Fato ou Fake;;Saúde;Patologia;Imagem, Tabela;Redes Sociais;
16/04/2020;É #FAKE que vídeo mostre corpos de vítimas da Covid-19 em praias do Peru e do Equador;Fato ou Fake;;Entretenimento;Mortes;Vídeo;Redes Sociais;
16/04/2020;Ligação do número 136 ou 0136 é um golpe que clona o WhatsApp e rouba dados do celular #boato;Boatos.org;;Outros;Indefinido;Texto;Redes Sociais;Whatsapp
16/04/2020;Heineken está dando 4 barris de cerveja de 5 litros para quem compartilhar link no WhatsApp #boato;Boatos.org;;Outros;Indefinido;Texto;Whatsapp;
16/04/2020;Suécia acertou ao não fazer isolamento social (quarentena) para combater o coronavírus #boato;Boatos.org;;Política;Isolamento Social;Texto;Redes Sociais;
17/04/2020;Vídeo mostra mulher sendo empurrada por um policial. Segundo a legenda, o episódio se deu porque ela desrespeitou as medidas de isolamento na Bahia.;Agência Lupa;Autoridades;Segurança;Isolamento Social;Vídeo;Redes sociais;Facebook
17/04/2020;Número de mortes causadas por COVID-19 no Brasil despencou depois que o ministro da Justiça Sergio Moro ordenou à Polícia Federal que investigasse se os dados estavam sendo fabricados.;Agência Lupa;Autoridades;Política;Mortes;Texto, Imagem;Redes sociais;Facebook
17/04/2020;Vídeo mostra policiais imobilizando mulheres. A legenda afirma que um grupo de pessoas estava sendo espancada pela polícia porque se recusava a ir para suas casas durante o isolamento social em Minas Gerais, Brasil;Agência Lupa;Autoridades;Política;Isolamento Social;Vídeo;Redes sociais;Facebook
17/04/2020;Tabela que compara as mortes por Covid-19 com outras causas mostra que o novo coronavírus é inofensivo.;Aos Fatos;Outros;Saúde;Mortes;Texto;Redes sociais, WhatsApp;Facebook and WhatsApp posts
17/04/2020;É #FAKE que foto mostre surfista sendo preso em SP em meio a pandemia do coronavírus;Fato ou Fake;;Segurança;Indefinido;Imagem, Texto;Redes Sociais;Twitter, Instagram
17/04/2020;É #FAKE que foto mostre mãe italiana em estado terminal com Covid-19 se despedindo de bebê;Fato ou Fake;;Outros;Indefinido;Imagem, Texto;Redes Sociais;
17/04/2020;É #FAKE que novo coronavírus morre ao ser exposto ao ar quente de secadores de cabelo ou de saunas;Fato ou Fake;;Outros;Indefinido;Vídeo;Redes Sociais;Facebook
17/04/2020;Vídeo Argentina está fazendo isso, sobre Covid-19, hackeia o telefone em 10 segundos #boato;Boatos.org;;Outros;Indefinido;Vídeo;Whatsapp;
17/04/2020;Annita (Nitazoxanida) é descoberta como a cura da Covid-19 (coronavírus) #boato;Boatos.org;;Saúde;Nitazoxanida;Texto;Redes Sociais;
17/04/2020;Máscaras da China compradas por Mandetta estão contaminadas com coronavírus #boato;Boatos.org;;Economia;Máscara;Texto, Áudio;Redes Sociais;
18/04/2020;Foto de hospital com leitos vazios mostra que efeitos de pandemia foram exagerados pela mídia no Brasil.;Aos Fatos;Outros;Saúde;Situação da Pandemia;Imagem;Redes sociais;Facebook
18/04/2020;O presidente brasileiro Jair Bolsonaro disse que os beneficiários de uma ajuda de emergência de R$ 600 para mitigar os efeitos da pandemia de Covid-19 'não gostam de trabalhar'.;Aos Fatos;Autoridades;Política;Indefinido;Texto;Meio de comunicação, Redes sociais;Blog Verdade verdadeira, Facebook post
18/04/2020;Médico petista matou 11 pacientes em pesquisa para desacreditar a eficácia da cloroquina #boato;Boatos.org;;Saúde;Cloroquina;Texto;Redes Sociais;
18/04/2020;Filtros Mann envia carta ao Ministério da Saúde criticando compra de máscaras da China #boato;Boatos.org;;Saúde;Máscara;Texto;Redes Sociais;
19/04/2020;Vídeo mostrando a avenida movimentada de São Paulo foi gravado em ato a favor do presidente Jair Bolsonaro e contra as medidas de segurança do coronavírus.;Aos Fatos;Outros;Política;Isolamento Social;Vídeo;Redes sociais;Facebook
19/04/2020;É #FAKE que crianças morreram no Senegal após receber vacina contra a Covid-19;Fato ou Fake;;Saúde;Vacina;Texto;Redes Sociais;
20/04/2020;Pessoas que morrem são instantaneamente declaradas vítimas do coronavírus.;Estadão Verifica;Outros;Outros;Mortes;Texto;Redes sociais;Facebook
20/04/2020;Fotos mostram João Doria, governador de São Paulo, em uma festa em Araçatuba durante o isolamento social da COVID-19.;Agência Lupa;Autoridades;Política;Isolamento Social;Imagem;Redes sociais;Facebook
20/04/2020;Reportagem em vídeo diz que o WhatsApp será suspenso no Brasil. Na legenda, afirma-se que a suspensão ocorrerá devido a informações incorretas sobre a COVID-19.;Agência Lupa;Outros;Outros;Indefinido;Vídeo;Redes sociais, WhatsApp;WhatsApp, TikTok
20/04/2020;Suposto tuíte do general Heleno, ministro-chefe do Gabinete de Segurança Institucional, afirma que a COVID-19 não é forte, já que ele e o presidente Jair Bolsonaro o possuíam e se recuperaram facilmente. Bolsonaro sempre negou ter COVID-19.;Agência Lupa;Autoridades;Política;Cura;Texto;Redes sociais;Twitter
20/04/2020;Foto mostra mulher sendo pisoetada por um policial em uma moto. Segundo a legenda, registro foi feito no Ceará durante protesto contra o isolamento social.;Agência Lupa;Outros;Segurança;Isolamento Social;Imagem;Redes sociais;Facebook
20/04/2020;Militares correm em uma praia no Rio de Janeiro, desrespeitando as medidas de isolamento do governador Wilson Witzel.;Aos Fatos;Autoridades;Política;Isolamento Social;Vídeo;Redes sociais;Facebook
21/04/2020;É #FAKE que rede de lojas Renner anunciou fechamento definitivo de lojas e demissão em massa de funcionários em meio a pandemia;Fato ou Fake;;Outros;Indefinido;Texto;Redes Sociais;
21/04/2020;Governo do Ceará desativa leitos de hospital para receber mais recursos federais, mostra vídeo #boato;Boatos.org;;Política;Indefinido;Vídeo;Redes Sociais;
21/04/2020;Militares da reserva desafiam Witzel e correm em praia do Rio de Janeiro durante quarentena #boato;Boatos.org;;Segurança;Isolamento Social;Vídeo;Facebook;
21/04/2020;Carta psicografada de Alex Bardonnie revela data do fim da pandemia do coronavírus #boato;Boatos.org;;Religião;Indefinido;Texto;Redes Sociais;
22/04/2020;Mistura de jambu, limão e alho cura covid-19.;Estadão Verifica;Curas;Outros;Cura;Vídeo;Redes sociais;Facebook
22/04/2020;Vídeo mostra hospital vazio e afirma que, embora a Rede Globo tenha noticiado sete pacientes no hospital temporário construído em Fortaleza para ajudar no tratamento da COVID-19, o vídeo prova que ainda não está funcionando.;Agência Lupa;Outros;Saúde;Situação da Pandemia;Vídeo;Redes sociais;Facebook
22/04/2020;Imagem mostra Eduardo Leite, governador do Rio Grande do Sul (Brasil), em um teleférico. Segundo a legenda, ele estava tirando férias enquanto todo mundo estava preso devido ao isolamento social.;Agência Lupa;Autoridades;Política;Isolamento Social;Imagem;Redes sociais;Facebook
22/04/2020;Vídeo mostra uma invasão do FBI. Segundo as legendas, os agentes apreenderam máscaras chinesas N95 que foram contaminadas com COVID-19.;Agência Lupa;Teoria da conspiração;Segurança;Máscara;Imagem;Redes sociais;Facebook
22/04/2020;Médicos afirmam que tratar pacientes com corticosteróides é a cura oficial para o coronavírus. Durante entrevista para um canal de televisão, médico paulista descreve o procedimento.;Estadão Verifica;Curas;Saúde;Cura;Vídeo;Redes sociais;Facebook
22/04/2020;Governador de São Paulo, João Doria, aparece dançando em uma festa e ignorando as recomendações do Ministério da Saúde para evitar multidões.;Estadão Verifica;Autoridades;Política;Isolamento Social;Vídeo;Redes sociais;Facebook, Twitter (Carlos Bolsonaro)
22/04/2020;Brasil possui as melhores taxas de recuperação de COVID-19 do mundo.;Aos Fatos;Outros;Saúde;Cura;Texto;Redes sociais;Facebook
22/04/2020;Máscaras chinesas importadas pelo Ministério da Saúde do Brasil estão infectadas com o novo coronavírus.;Aos Fatos;Teoria da conspiração;Economia;Máscaras;Texto;Redes sociais;Facebook
22/04/2020;Imagem de enfermeiros usando sacos de lixo contra o coronavírus no Brasil;Estadão Verifica;Prevenção;Saúde;Contágio;Imagem;Redes Sociais;Desconhecido
22/04/2020;É #FAKE que vídeo mostre atendente de lotérica furtando R$ 600 do auxílio emergencial em meio a pandemia do coronavírus;Fato ou Fake;;Segurança;Indefinido;Vídeo;Redes Sociais;
22/04/2020;Alexandre Garcia escreve texto criticando Luiz Henrique Mandetta, ex-ministro da Saúde #boato;Boatos.org;;Política;Indefinido;Texto;Web;
22/04/2020;Illuminatis infectaram máscaras da China com coronavírus para reduzir população mundial #boato;Boatos.org;;Outros;Máscara;Áudio;Redes Sociais;
23/04/2020;Caixões vazios estão sendo enterrados em Manaus, Brasil, para agitar a população. Isso foi revelado pela TV Band.;Agência Lupa;Teoria da conspiração;Outros;Mortes;Imagem;Redes sociais;Facebook
23/04/2020;A COVID-19 está indo embora. Em 21 de abril, o número de novos casos curados era maior que o número de novos casos, o que significa que o número total de casos ativos está diminuindo.;Agência Lupa;Contágio;Saúde;Situação da Pandemia;Texto;Redes sociais;Facebook
23/04/2020;Arquivo de áudio de trabalhador de uma instituição de saúde do Rio de Janeiro afirma que os profissionais de saúde de instituições públicas são forçados a declarar se um paciente tem COVID-19 ou não antes mesmo de consultar um médico. Isso estava sendo feito para aumentar artificialmente o número de casos.;Agência Lupa;Outros;Saúde;Situação da Pandemia;Vídeo, Áudio;Redes sociais;Facebook
23/04/2020;As mortes causadas pela COVID-19 em São Paulo caíram após auditorias realizadas pelo novo Ministro da Saúde.;Aos Fatos;Autoridades;Saúde;Mortes;Texto, Imagem;Redes sociais;Facebook
23/04/2020;Hackers descobrem que Bill Gates, OMS e laboratório de Wuhan criaram o coronavírus a partir do HIV #boato;Boatos.org;;Tecnologia;Indefinido;Texto;Redes Sociais;
24/04/2020;Governo brasileiro não pagará o auxílio emergencial da COVID-19 no próximo mês porque está sem dinheiro;Agência Lupa;Autoridades;Social;Indefinido;Texto;Redes sociais;Facebook
24/04/2020;Novo Ministro da Saúde do Brasil, Nelson Teich, está investigando as estatísticas da COVID-19 por suposta fraude. Por isso o número de casos e mortes vem diminuindo no país na semana de 24 de abril.;Agência Lupa;Autoridades;Política;Mortes;Texto;Redes sociais;Facebook
24/04/2020;No Brasil, 187 mil pessoas tiveram a segunda parcela do Auxílio Emergencial cancelada porque a Caixa Econômica Federal, banco público responsável pelos pagamentos, descobriu que os CPFs que receberam o benefício se cadastraram para compras de aparelhos eletrônicos.;Agência Lupa;Autoridades;Social;Indefinido;Texto, Imagem;Redes sociais;Facebook
24/04/2020;É #FAKE que uso de álcool 70% para higienização pode causar infecção respiratória e até matar;Fato ou Fake;;Saúde;Álcool em gel;Vídeo;Redes Sociais;
24/04/2020;É #FAKE que novo coronavírus não causa pneumonia e que tratamento pode ser feito em casa mesmo em casos graves;Fato ou Fake;;Saúde;Patologia;Texto;Redes Sociais;Whatsapp
24/04/2020;É #FAKE que hospital de campanha do Anhembi não tem pacientes e, por isso, médicos têm sido liberados de plantões;Fato ou Fake;;Saúde;Indefinido;Texto;Redes Sociais;
24/04/2020;Aspirina, suco de limão e mel curam a Covid-19 e decretam o fim do coronavírus #boato;Boatos.org;;Outros;Cura;Texto;Web;
24/04/2020;Máscaras da China estão vindo com o número 666 (marca da besta) para o Brasil #boato;Boatos.org;;Economia;Máscara;Texto;Redes Sociais;
24/04/2020;Complexo Hospitalar de Niterói (CHN) repassa orientações da Fiocruz sobre o coronavírus #boato;Boatos.org;;Saúde;Indefinido;Texto;Web;
24/04/2020;Testes contaminados com coronavírus foram enviados da China aos EUA #boato;Boatos.org;;Saúde;Contágio;Texto;Redes Sociais;
25/04/2020;O governo de Jair Bolsonaro transformou o Polo de Confecções de Pernambuco no maior produtor de máscaras e EPIs durante a pandemia de COVID-19.;Estadão Verifica;Autoridades;Política;Máscaras;Texto;Redes sociais;Facebook
25/04/2020;É #FAKE que foto mostre corpos de idosos com Covid-19 vítimas de eutanásia;Fato ou Fake;;Outros;Mortes;Texto;Redes Sociais;
25/04/2020;Brasil descobre que anticoagulantes são a cura do novo coronavírus #boato;Boatos.org;;Ciência;Cura;Texto;Redes Sociais;
25/04/2020;PT manda enterrar caixões vazios para dar golpe em Bolsonaro #boato;Boatos.org;;Política;Morte;Imagem;Redes Sociais;
27/04/2020;GloboNews noticiou que um criminoso morreu de COVID-19 “enquanto” trocava tiros com a polícia. Uma captura de tela comprova.;Agência Lupa;Outros;Outros;Mortes;Imagem;Redes sociais;Facebook
27/04/2020;Vídeo mostra carro pegando fogo. O incêndio teria sido causado por desinfetante para as mãos à base de álcool.;Agência Lupa;Outros;Outros;Álcool;Vídeo;Redes sociais;Facebook
27/04/2020;Vídeo alerta sobre máscaras infectadas que chegam ao Brasil. A peça tem imagens de Tedros Adhanom Ghebreyesus, da OMS, e narração de uma terceira pessoa;Agência Lupa;Autoridades;Outros;Máscaras;Vídeo;Redes sociais;Facebook
27/04/2020;É #FAKE que enfermeira foi demitida na Bahia por filmar UTI vazia;Fato ou Fake;;Saúde;Indefinido;Vídeo;Redes Sociais;
27/04/2020;Dr. Heider do Hospital Adventista de Belém condena uso de máscaras em áudio no WhatsApp #boato;Boatos.org;;Saúde;Máscara;Áudio;Redes Sociais;Whatsapp
28/04/2020;O imunologista e vencedor do Nobel Tasuku Honjo disse que o novo coronavírus não é natural e foi criado pelos chineses.;Aos Fatos;Teoria da conspiração;Cultura;Indefinido;Texto;WhatsApp, Redes sociais;WhatsApp, Facebook
28/04/2020;Imagem mostra hospital em Santo André (SP), Brasil. Conforme a legenda, apesar da crise da COVID-19 o hospital não tem pacientes.;Agência Lupa;Teoria da conspiração;Saúde;Indefinido;Imagem;Redes sociais;Facebook
28/04/2020;Vídeo mostra que TV Bandeirantes denunciou o enterro de caixões vazios em Manaus;Estadão Verifica;Situação de um país;Outros;Mortes;Vídeo;Youtube, Facebook;Desconhecido
28/04/2020;Foto de um hospital de campanha com camas vazias e profissionais de saúde inativos.;Estadão Verifica;Situação de um país;Saúde;Indefinido;Imagem;Facebook;Desconhecido
28/04/2020;É #FAKE que cientista morreu dois dias após tomar vacina experimental contra a Covid-19 na Inglaterra;Fato ou Fake;;Saúde;Vacina;Texto;Redes Sociais;Twitter
28/04/2020;RHP (Real Hospital Português) de Recife (PE) escreve texto sobre Covid-19, pH e alimentos alcalinos #boato;Boatos.org;;Saúde;Indefinido;Texto;Redes Sociais;
29/04/2020;Foto de caixão aberto, com uma pedra e um saco de areia dentro. Na legenda, é dito que a cena foi registrada nos últimos dias, no Amazonas;Agência Lupa;Teoria da conspiração;Outros;Mortes;Imagem, Texto;Facebook;Conta no Facebook
29/04/2020;A Unilever e a Pampers estão oferecendo produtos de limpeza e higiene gratuitos para as famílias brasileiras afetadas pela COVID-19. Para ter direito a essa ajuda, você precisa digitar sua cidade nos comentários da postagem.;Agência Lupa;Outros;Outros;Indefinido;Texto, Imagem;Redes sociais;Facebook
29/04/2020;A taxa de mortalidade da COVID-19 foi mais de 10 vezes maior em São Paulo, Rio de Janeiro e Ceará (estados nos quais atualmente os governadores se opõem a Jair Bolsonaro) do que em Minas Gerais (cujo governador apoia Bolsonaro). Os números foram inflados para fazer Bolsonaro parecer ruim.;Agência Lupa;Autoridades;Política;Mortes;Texto;Redes sociais;Facebook
29/04/2020;Petrobras dá três meses de combustível grátis para quem compartilhar link no WhatsApp #boato;Boatos.org;;Social;Indefinido;Texto;Whatsapp;
30/04/2020;Quem for pego dirigindo sem máscara pode ser multado e receber 3 pontos na carteira;Agência Lupa;Medidas das autoridades;Transporte;Indefinido;Texto;WhatsApp;WhatsApp
30/04/2020;"Vídeo de uma teleconferência entre o governador da Bahia, Rui Costa, e a prefeita de Porto Seguro. Na legenda, é dito que Costa solicitou que a prefeita ""arranjasse 200 casos"" de Covid-19 no município";Agência Lupa;Medidas das autoridades;Política;Situação Pandemia;Vídeo, Texto;Facebook;Conta no Facebook
30/04/2020;Foto de dois homens segurando um caixão. Na legenda, é dito que eles não seriam fortes o suficiente para carregar um caixão cheio daquele jeito. Logo, o caixão estaria vazio;Agência Lupa;Teoria da conspiração;Outros;Mortes;Imagem, Texto;Facebook;Conta no Facebook
30/04/2020;Foto mostra caixões sendo enterrados vazios no Amazonas.;Aos Fatos;Teoria da conspiração;Outros;Mortes;Imagem;Redes sociais;Facebook
30/04/2020;OMS tem diretrizes que incentivam a masturbação infantil;Aos Fatos;Autoridades;Saúde;Indefinido;Texto;Redes sociais;Perfil do presidente Jair Bolsonaro
30/04/2020;Medicamento ivermectina cura a Covid-19.;Aos Fatos;Curas;Saúde;Ivermectina;Vídeo;Redes sociais;Facebook
30/04/2020;Poema escrito em 1869 por Kathleen O'Meara previu a pandemia de COVID-19.;Estadão Verifica;Outros;Cultura;Indefinido;Texto;Redes sociais;Facebook
30/04/2020;Helder Barbalho, governador do Pará, esconde hidroxicloroquina em um depósito para não entregar aos pacientes e deixá-los morrer.;Estadão Verifica;Autoridades;Política;Hidroxicloroquina;Imagem;Redes sociais;Facebook
30/04/2020;A Petrobras, empresa brasileira de petróleo, dará gasolina de graça a trabalhadores essenciais. É preciso preencher um formulário para ser elegível.;Agência Lupa;Outros;Outros;Indefinido;texto;WhatsApp;WhatsApp
30/04/2020;Caixões de supostas vítimas de COVID-19 foram desenterrados em Belo Horizonte (MG). Havia apenas pedras dentro.;Agência Lupa;Teoria da conspiração;Outros;Mortes;Texto;Redes sociais;Facebook
30/04/2020;Vídeo mostra multidão na cidade de Marabá (PA) gritando com um homem que dirigia uma retroescavadeira. Na legenda, afirma-se que ele estava abrindo sepulturas para caixões vazios.;Agência Lupa;Teoria da conspiração;Outros;Mortes;Imagem, Texto;Redes sociais;Facebook
30/04/2020;Uma foto de um galpão no qual o governador do Pará esconderia remédios para não distribuí-los aos pacientes com Covid-19.;Estadão Verifica;Medidas;Política;Indefinido;Imagem;Facebook;Desconhecido
30/04/2020;É #FAKE que foto mostre caixão enterrado vazio para inflar dados de mortos por coronavírus em Manaus;Fato ou Fake;;Outros;Mortes;Imagem, Texto;Web;
30/04/2020;É #FAKE mensagem com cadastro para receber cesta básica pelo programa Brasil sem Miséria;Fato ou Fake;;Social;Indefinido;Texto;Redes Sociais;whatsapp
30/04/2020;Máscaras contaminadas da China estão chegando no Porto de Santos e de Itajaí #boato;Boatos.org;;Economia;Máscara;Vídeo, Texto;Redes Sociais;
02/05/2020;Autópsias em Bérgamo (Itália) mostram que Covid-19 não é a principal causa de mortes #boato;Boatos.org;;Saúde;Contágio;Texto;Redes Sociais;
02/05/2020;Foto mostra cisnes rosados chegando no canal de Veneza, na Itália #boato;Boatos.org;;Meio Ambiente;Indefinido;Imagem, Texto;Redes Sociais;
03/05/2020;Mais de 95% das pessoas não tiveram o auxílio emergencial por não compartilhar link #boato;Boatos.org;;Social;Indefinido;Texto;Whatsapp;
04/05/2020;O CRAS está distribuindo 492 mil cestas básicas grátis para pessoas passando necessidade durante a crise de Covid-19;Agência Lupa;Outros;Saúde;Indefinido;Texto, Cadastro;WhatsApp;WhatsApp
05/05/2020;Dados de cartórios de registro civil no Brasil comprovam que não há pandemia;Estadão Verifica;Contágio;Outros;Indefinido;Texto;WhatsApp;Whatsapp
